"the_geom","boro","unitid","point_x","point_y","cb","latitude","longitude"
"POINT (-73.90589909545241 40.84898095051884)","2","H203978","1010284.063","248598.093","205","40.84897995","-73.90589905"
"POINT (-73.94184343523014 40.679907467608984)","3","H316636","1000380.55925","186990.39575","303","40.67990875","-73.94184113"
"POINT (-73.8575716959259 40.89876588520995)","2","H205331","1023624.874","266754.741","212","40.89876556","-73.85757446"
"POINT (-73.82636608881712 40.753879009998315)","4","H429606","1032356.41325","213982.81325","407","40.75387955","-73.82636261"
"POINT (-73.86672331951621 40.82904959032353)","2","H210464","1021133.519","241350.43","209","40.82904816","-73.86672211"
"POINT (-73.92475076630224 40.634859848275916)","3","H324975","1005135.55425","170581.90925","318","40.63486099","-73.92475128"
"POINT (-73.83090158640628 40.841891534935264)","2","H212907","1031037.925","246046.328","210","40.84189224","-73.8309021"
"POINT (-73.8618909991744 40.85862071467178)","2","H208241","1022453.847","252126.361","211","40.85861969","-73.8618927"
"POINT (-73.90534983424538 40.728705176127015)","4","H435727","1010483.371","204777.68075","405","40.72870517","-73.90534983"
"POINT (-73.82440921789215 40.66870465398037)","4","H421552","1032960.78","182952.357","410","40.66870499","-73.82440948"
"POINT (-73.90081790442648 40.64263356595362)","3","H328845","1011774.952","173420.697","318","40.64263535","-73.90081787"
"POINT (-73.83021830583327 40.758774027460014)","4","H429750","1031285.676","215764.132","407","40.7587738","-73.83021545"
"POINT (-73.97952092652639 40.578302076243254)","3","H317997","989938.82","149968.144","313","40.57830048","-73.97952271"
"POINT (-73.73942713971671 40.70267482298654)","4","H402392","1056498.853","195387.315","413","40.70267487","-73.73942566"
"POINT (-73.85712927028924 40.749677387807985)","4","H431975","1023835.77725","212436.63075","404","40.74967575","-73.85713196"
"POINT (-74.12046759803174 40.635128538936115)","5","H507856","950814.152","170693.821","501","40.63512802","-74.12046814"
"POINT (-73.82997832520304 40.84579063335682)","2","H213445","1031290.625","247467.408","210","40.84579086","-73.82997894"
"POINT (-73.72192194191078 40.73428821260441)","4","H417588","1061315.928","206919.906","413","40.73428726","-73.72192383"
"POINT (-73.9209516428109 40.73694614112967)","4","H437632","1006156.444","207775.834","402","40.73694611","-73.92095184"
"POINT (-73.80147586053 40.59066124047098)","4","H416465","1039387.17","154532.712","414","40.5906601","-73.80147552"
"POINT (-74.08743143575524 40.59605830898986)","5","H515022","959969.146","156448.639","502","40.59605789","-74.08743286"
"POINT (-73.76223051165033 40.7534043063779)","4","H420729","1050126.027","213851.59075","411","40.75340271","-73.76222992"
"POINT (-74.06352825325452 40.59686922612302)","5","H515881","966611.2975","156736.33325","502","40.59686279","-74.06351471"
"POINT (-73.79790216305172 40.77355450173634)","4","H425948","1040225.979","221168.137","407","40.77355576","-73.79790497"
"POINT (-73.93916096848206 40.722113880117334)","3","H307228","1001113.9","202367.951","301","40.72211456","-73.93916321"
"POINT (-73.71344669051874 40.737850087588455)","4","H417061","1063660.48675","208225.17225","413","40.73785019","-73.71344757"
"POINT (-73.90504713956418 40.71081373676237)","4","H435972","1010574.332","198259.375","405","40.71081543","-73.90504456"
"POINT (-74.1151965843854 40.60345373520795)","5","H510128","952261.948","159151.898","502","40.60345459","-74.11519623"
"POINT (-73.98091414699014 40.663852432197686)","3","H304554","989545.0105","181136.3115","306","40.66385269","-73.98091125"
"POINT (-73.91945841203156 40.72145185438684)","4","H437800","1006575.449","202131.162","405","40.72145081","-73.91945648"
"POINT (-73.90330072418591 40.910286762152516)","2","H200449","1010978.274","270935.018","208","40.91028595","-73.90329742"
"POINT (-73.73959537281914 40.6740062389664)","4","H406888","1056483.257","184942.42","413","40.67400742","-73.73959351"
"POINT (-73.8593643720166 40.815242429428906)","2","H212370","1023178.138","236323.171","209","40.81524277","-73.85936737"
"POINT (-73.8856080075264 40.664057060028476)","3","H329729","1015985.798","181231.008","305","40.66405869","-73.88560486"
"POINT (-73.95070340122199 40.62885461953145)","3","H319814","997933.588","168388.923","314","40.62885284","-73.95070648"
"POINT (-73.90812047236767 40.694221531795996)","3","H322099","1009728.635","192213.434","304","40.6942215","-73.9081192"
"POINT (-73.9927175927798 40.58823776975932)","3","H312872","986272.657","153587.385","313","40.58823776","-73.99271393"
"POINT (-73.85853161932047 40.85405605138875)","2","H210530","1023385.807","250464.764","211","40.85405731","-73.85852814"
"POINT (-73.96841386404188 40.61451471313419)","3","H318556","993019.46","163162.247","312","40.6145134","-73.96841431"
"POINT (-73.78486526609507 40.84050766716995)","2","H214872","1043776.953","245570.071","210","40.84050751","-73.78486633"
"POINT (-73.93116337043165 40.60629993811939)","3","H328067","1003363.902","160175.32","318","40.60630035","-73.93115997"
"POINT (-73.88056317866368 40.82198750423961)","2","H210019","1017306.932","238771.932","209","40.82198715","-73.88056183"
"POINT (-73.94438839868674 40.58763201445379)","3","H327290","999696.02","153371.512","315","40.58763123","-73.94438934"
"POINT (-73.90406797265334 40.895537426776535)","2","H200347","1010772.087","265560.993","208","40.89553833","-73.90406799"
"POINT (-73.88629131871095 40.83463449354129)","2","H206781","1015715.555","243377.58","203","40.83463287","-73.8862915"
"POINT (-74.01338974920029 40.64154629495377)","3","H303904","980534.024","173009.276","307","40.64154816","-74.01338959"
"POINT (-74.08900503299864 40.59718046515647)","5","H515017","959532.553","156857.909","502","40.59717941","-74.08900452"
"POINT (-73.74079858656289 40.71864895011393)","4","H400688","1056101.373","201206.019","413","40.71865082","-73.74079895"
"POINT (-73.9973567326929 40.692027009699444)","3","H301949","984983.015","191400.554","302","40.69202805","-73.99736023"
"POINT (-73.95549732792944 40.63692461166418)","3","H314455","996601.412","171328.325","314","40.63692474","-73.95549774"
"POINT (-73.77975718010678 40.78676530997494)","4","H425790","1045239.56775","225993.38175","407","40.78676605","-73.77975464"
"POINT (-73.90291590249268 40.808322200731965)","2","H205931","1011125.814","233785.529","201","40.80832291","-73.90291595"
"POINT (-73.98479931716209 40.62061096025539)","3","H313381","988469.877","165382.055","312","40.62060928","-73.98480225"
"POINT (-73.82945469132095 40.888455383295835)","2","H212066","1031405.237","263012.097","212","40.88845444","-73.82945251"
"POINT (-74.08093354648297 40.60746730356559)","5","H515454","961777.53475","160603.49275","501","40.60746765","-74.08093262"
"POINT (-74.20668547597408 40.52504220636949)","5","H502274","926789.735","130631.417","503","40.52504349","-74.20668793"
"POINT (-73.9167813902548 40.820450646987524)","2","H202990","1007283.231","238200.404","201","40.82044983","-73.91677856"
"POINT (-73.90564276147956 40.6677417076999)","3","H326495","1010426.10775","182566.8055","316","40.66773987","-73.90563965"
"POINT (-73.7328024551329 40.73022237271587)","4","H418173","1058305.055","205429.215","413","40.73022079","-73.73280334"
"POINT (-73.98110442458434 40.6455746357921)","3","H309699","989493.658","174477.192","312","40.64557648","-73.98110199"
"POINT (-74.06689083366517 40.605504544315274)","5","H515439","965676.16675","159885.119","501","40.60550308","-74.06689453"
"POINT (-74.18070708517263 40.60607238110782)","5","H501127","934072.831","160136.661","502","40.60607147","-74.18070984"
"POINT (-73.93978308664771 40.616092019055266)","3","H323793","1000968.009","163741.066","318","40.61609268","-73.93978119"
"POINT (-73.90603474821029 40.595036214684775)","3","H330837","1010345.779","156078.143","356","40.59503555","-73.90603638"
"POINT (-73.98399912842615 40.634738887868)","3","H309150","988691.078","170529.275","312","40.63473892","-73.98400116"
"POINT (-73.96586525935022 40.58943410164013)","3","H323089","993730.606","154025.002","315","40.58943558","-73.96586609"
"POINT (-73.9369495364828 40.64488616849263)","3","H320083","1001747.136","174232.096","317","40.64488602","-73.93695068"
"POINT (-73.95957253370645 40.687135549194224)","3","H311453","995461.924","189621.028","303","40.68713379","-73.95957184"
"POINT (-73.92319725817713 40.744695686084604)","4","H439326","1005531.64775","210598.6845","402","40.74469757","-73.92319489"
"POINT (-73.8740822765009 40.72668187326229)","4","H432759","1019150.585","204051.44","405","40.72668076","-73.87408447"
"POINT (-73.91453710947165 40.67917941739789)","3","H321670","1007954.618","186731.355","316","40.67918015","-73.91453552"
"POINT (-73.97873704888667 40.60242157003315)","3","H318067","990154.438","158755.537","311","40.60242081","-73.97873688"
"POINT (-73.99983494209602 40.6714380614595)","3","H301003","984295.787","183899.394","306","40.67143631","-73.99983215"
"POINT (-73.8758755306422 40.876427366136305)","2","H204733","1018576.242","258608.224","207","40.8764267","-73.87587738"
"POINT (-73.74439698215616 40.70099786546411)","4","H403316","1055122.655","194772.292","413","40.7009964","-73.74440002"
"POINT (-74.10465917141285 40.565449948092144)","5","H514099","955171.457","145302.503","502","40.56544876","-74.10466003"
"POINT (-73.79466925543946 40.80567101470748)","2","H214936","1041093.983","232871.337","210","40.80567169","-73.7946701"
"POINT (-73.959548820728 40.70050568833338)","3","H306120","995466.251","194492.166","301","40.7005043","-73.95954895"
"POINT (-74.07142234932245 40.62115827781485)","5","H515587","964422.53375","165589.17425","501","40.62115827","-74.07142234"
"POINT (-73.98455886109655 40.61480684483321)","3","H313634","988537.003","163267.475","311","40.61480713","-73.98455811"
"POINT (-73.87376627164898 40.76501685683926)","4","H434511","1019218.045","218018.213","403","40.76501846","-73.87376404"
"POINT (-73.84536932627024 40.68028154306197)","4","H425277","1027138.7805","187159.18225","410","40.68028259","-73.84536743"
"POINT (-73.9711555010892 40.6150805538327)","3","H313476","992258.214","163368.135","312","40.61508179","-73.97115326"
"POINT (-73.96140131999618 40.70011585949471)","3","H306100","994952.655","194349.908","301","40.7001152","-73.96140289"
"POINT (-74.16252910561329 40.6199976358527)","5","H501226","939129.741","165200.097","501","40.61999893","-74.16252899"
"POINT (-73.89332783441301 40.63693658978969)","3","H328964","1013856.118","171347.578","318","40.63693619","-73.89332581"
"POINT (-74.15523473901523 40.533366955630285)","5","H511215","941098.821","133634.764","503","40.53336716","-74.15523529"
"POINT (-73.81462518599768 40.71848703139699)","4","H423789","1035636.59","201095.095","408","40.71848679","-73.8146286"
"POINT (-74.18695975034345 40.5511328408063)","5","H505239","932293.928","140124.508","503","40.5511322","-74.18695831"
"POINT (-73.89005551091724 40.679185258738826)","3","H326852","1014745.009","186741.057","305","40.67918396","-73.8900528"
"POINT (-73.88367149974734 40.85905781157146)","2","H204410","1016428.696","252276.862","206","40.85905838","-73.88367462"
"POINT (-73.73847628330601 40.714922977957826)","4","H409458","1056749.173","199850.453","413","40.71492386","-73.73847961"
"POINT (-73.92328360393769 40.677159210301156)","3","H321854","1005529.271","185993.09","303","40.67715836","-73.92328644"
"POINT (-73.79332752030983 40.73538386849106)","4","H421449","1041525.84775","207264.3315","408","40.73538208","-73.79332733"
"POINT (-73.79941637942223 40.67748142047025)","4","H405561","1039886.73","186164.862","412","40.6774826","-73.79941559"
"POINT (-73.98448288917504 40.67341579809436)","3","H305227","988554.313","184620.321","306","40.67341614","-73.98448181"
"POINT (-73.83238963860217 40.76270010311996)","4","H429811","1030681.402","217193.369","407","40.76269913","-73.83238983"
"POINT (-73.76341014525137 40.60000967943368)","4","H416228","1049950.142","157964.831","414","40.60000992","-73.76341248"
"POINT (-73.94389284402587 40.68469557035122)","3","H311450","999811.009","188734.469","303","40.6846962","-73.94389343"
"POINT (-73.80499817468382 40.5864428421263)","4","H416729","1038412.32175","152993.6495","414","40.58644104","-73.80500031"
"POINT (-73.90941717257651 40.69886237350323)","4","H436361","1009367.3055","193903.8545","405","40.69886398","-73.9094162"
"POINT (-74.16671500807105 40.53070529561236)","5","H507971","937905.766","132670.925","503","40.5307045","-74.16671753"
"POINT (-74.0949159027521 40.64430508316158)","5","H510896","957909.6585","174028.36425","501","40.64430618","-74.0949173"
"POINT (-73.91903749032284 40.74648007799998)","4","H437212","1006683.697","211249.83325","402","40.74647903","-73.91903687"
"POINT (-73.99591422393755 40.630994374300265)","3","H309456","985384.08","169164.669","312","40.63099289","-73.99591064"
"POINT (-73.90626262148055 40.721112166573995)","4","H436238","1010233.342","202011.042","405","40.7211113","-73.90626526"
"POINT (-73.75636424367023 40.749777630487806)","4","H419680","1051754.9965","212534.74675","411","40.74977875","-73.75636292"
"POINT (-73.97991605923666 40.63630771385727)","3","H310022","989824.212","171101.074","312","40.63630676","-73.97991943"
"POINT (-73.9735788756914 40.672973768314186)","3","H305188","991579.041","184460.001","306","40.67297363","-73.97357941"
"POINT (-73.78776449438668 40.77601271904428)","4","H426087","1043031.681","222070.386","407","40.77601242","-73.7877655"
"POINT (-73.8305858130881 40.760955776530686)","4","H429735","1031182.326","216558.816","407","40.76095581","-73.83058929"
"POINT (-73.94171866560235 40.67373128841407)","3","H315867","1000416.663","184740.26","308","40.67373276","-73.94171906"
"POINT (-73.93006470869058 40.69842683417344)","3","H316850","1003642.171","193739.929","304","40.69842529","-73.93006134"
"POINT (-74.17452888871998 40.561455657038366)","5","H505635","935755.95","143878.224","503","40.56145477","-74.17453003"
"POINT (-74.18442592168238 40.595300672054684)","5","H500985","933031.956","156214.412","502","40.59529877","-74.18442535"
"POINT (-73.92078061599959 40.83089210423676)","2","H202624","1006172.886","242003.58","204","40.83089066","-73.920784"
"POINT (-73.96377432740277 40.586154157338335)","3","H323115","994311.837","152830.269","313","40.58615494","-73.96377563"
"POINT (-73.89203790246313 40.727390553006096)","4","H435829","1014173.513","204302.99","405","40.72739029","-73.89203644"
"POINT (-73.98364070576352 40.66626457767418)","3","H304525","988788.414","182014.971","306","40.66626358","-73.98364258"
"POINT (-73.94174646562516 40.70933217503854)","3","H311577","1000400.326","197710.7","301","40.70933151","-73.94174957"
"POINT (-73.84179880291556 40.83960288878317)","2","H213059","1028024.278","245206.857","210","40.83960342","-73.84179688"
"POINT (-74.16823204806354 40.558119587304155)","5","H505686","937503.234","142659.392","503","40.55812073","-74.16823578"
"POINT (-73.8608836516292 40.85497449866516)","2","H210509","1022734.61","250798.347","211","40.85497284","-73.86088562"
"POINT (-73.9882779028222 40.64006204201646)","3","H309958","987503.235","172468.456","312","40.64006042","-73.98828125"
"POINT (-73.8975722151139 40.770346301438586)","4","H436724","1012621.286","219951.298","401","40.7703476","-73.89757538"
"POINT (-73.83989329623422 40.579098093544864)","4","H410151","1028725.0035","150298.13275","414","40.57909775","-73.83988953"
"POINT (-74.17573123227668 40.553412912245015)","5","H505832","935415.99275","140948.73125","503","40.55341339","-74.17572784"
"POINT (-73.90455121427352 40.86578264923972)","2","H201366","1010650.299","254719.998","207","40.86578369","-73.90454865"
"POINT (-73.90803508748655 40.848840404041525)","2","H203950","1009693.171","248546.259","205","40.84883881","-73.90803528"
"POINT (-73.88695693544858 40.6689464760374)","3","H326237","1015609.266","183011.873","305","40.66894531","-73.88695526"
"POINT (-73.88788261166007 40.654686422702255)","3","H329217","1015359.124","177816.21","305","40.65468597","-73.88788605"
"POINT (-73.89821612915755 40.70678806626416)","4","H433567","1012469.836","196794.8295","405","40.70678711","-73.89821625"
"POINT (-73.94590424240003 40.71375379075967)","3","H307738","999246.621","199320.889","301","40.71375275","-73.94590759"
"POINT (-73.8549179816528 40.85466038322503)","2","H211279","1024385.118","250686.58","211","40.85466003","-73.85491943"
"POINT (-73.86196271951366 40.761554384281524)","4","H432211","1022489.736","216761.654","403","40.76155472","-73.86196136"
"POINT (-73.96878417477951 40.64312346079491)","3","H314391","992912.934","173585.14","314","40.64312363","-73.96878052"
"POINT (-73.86964374449978 40.76452526193109)","4","H434572","1020360.29325","217840.7815","403","40.76452637","-73.86964417"
"POINT (-73.7871951102107 40.74173704780746)","4","H420984","1043219.717","209583.058","411","40.74173737","-73.7871933"
"POINT (-73.95316729012711 40.736927698699624)","3","H302617","997228.619","207762.7","301","40.73692703","-73.95317078"
"POINT (-73.9605927249193 40.57996601063715)","3","H322537","995196.555","150576.154","313","40.5799675","-73.96059418"
"POINT (-73.9804560548485 40.66388363066102)","3","H304564","989672.097","181147.706","306","40.66388321","-73.98045349"
"POINT (-74.03365566287245 40.63052373593762)","3","H300573","974908.205","168994.971","310","40.63052368","-74.03365326"
"POINT (-73.91877421144936 40.811569074785076)","2","H202310","1006734.659","234964.012","201","40.81156921","-73.91877747"
"POINT (-73.92489203998451 40.680904248276036)","3","H316520","1005081.96","187357.128","303","40.68090439","-73.92488861"
"POINT (-74.08761521243513 40.57870765211498)","5","H514758","959911.78625","150127.412","502","40.57870865","-74.08761597"
"POINT (-74.17768093206939 40.62514810541506)","5","H501185","934927.2025","167084.71375","501","40.62514877","-74.17768097"
"POINT (-73.73810656185059 40.696504168012964)","4","H403378","1056871.729","193140.264","413","40.69650269","-73.73810577"
"POINT (-73.97462273404045 40.67669739837158)","3","H305016","991289.08875","185816.54025","306","40.67669678","-73.97462463"
"POINT (-73.86594225602737 40.73838053540361)","4","H432261","1021400.228","208316.972","404","40.73838043","-73.86594391"
"POINT (-73.84459076228241 40.860323603787705)","2","H211068","1027238.35","252754.806","211","40.86032486","-73.84458923"
"POINT (-73.96300751599911 40.692117905371035)","3","H306374","994508.519","191435.825","302","40.6921196","-73.96300507"
"POINT (-74.1096068463059 40.620612888987495)","5","H510332","953821.94075","165401.42825","501","40.6206131","-74.10960388"
"POINT (-73.95628230089235 40.716990172378885)","3","H307667","996368.99","200498.395","301","40.71699142","-73.95628357"
"POINT (-74.13535540656525 40.63136330067537)","5","H504300","946679.916","169328.079","501","40.63136292","-74.13535309"
"POINT (-73.82034808985935 40.67560810788894)","4","H405414","1034082.221","185469.761","410","40.67560959","-73.82035065"
"POINT (-73.84905439948174 40.80553423129358)","2","H213645","1026038.045","232790.884","209","40.80553436","-73.84905243"
"POINT (-73.82341894171125 40.82096400100707)","2","H213775","1033123.669","238425.757","210","40.82096481","-73.82341766"
"POINT (-73.82693727594837 40.82898480482521)","2","H214177","1032144.101","241346.079","210","40.82898331","-73.82693481"
"POINT (-73.98503712231718 40.687869588222455)","3","H302037","988399.674","189886.227","302","40.68787003","-73.98503876"
"POINT (-73.91607641723014 40.740890678724334)","4","H437740","1007506.124","209214.21","402","40.7408905","-73.91607666"
"POINT (-73.8350146370143 40.67855133148188)","4","H425337","1030011.969","186534.057","410","40.67855072","-73.83501434"
"POINT (-73.7542262419225 40.696609980881306)","4","H403197","1052401.727","193165.862","412","40.6966095","-73.75422668"
"POINT (-74.02266433989493 40.633217926333586)","3","H303246","977959.318","169975.556","310","40.63321686","-74.02266693"
"POINT (-74.08755295348307 40.610127158462774)","5","H513291","959940.522","161574.314","501","40.6101265","-74.08755493"
"POINT (-73.76688877928926 40.75476270551811)","4","H420765","1048834.101","214343.029","411","40.75476456","-73.76689148"
"POINT (-73.87421732040069 40.739945622440715)","4","H433122","1019106.216","208883.781","404","40.73994446","-73.87421417"
"POINT (-74.21282601041293 40.51082309810947)","5","H504602","925070.033","125455.171","503","40.5108223","-74.21282959"
"POINT (-74.06617821048437 40.61726687294775)","5","H515640","965877.281","164170.29","501","40.61726761","-74.06617737"
"POINT (-73.92441115867953 40.676321669272824)","3","H321872","1005216.778","185687.678","308","40.67632294","-73.92440796"
"POINT (-73.99304866868988 40.60155794171436)","3","H313133","986180.317","158440.255","311","40.60155869","-73.99304962"
"POINT (-73.78370340408085 40.75497036964892)","4","H422891","1044175.38625","214406.7375","411","40.75497055","-73.78370667"
"POINT (-73.85899781848661 40.74989976038945)","4","H431971","1023317.921","212516.80925","404","40.74990082","-73.85900116"
"POINT (-73.99419611194149 40.692869880873566)","3","H301836","985859.479","191707.679","302","40.69287109","-73.99419403"
"POINT (-73.78366148496745 40.72661701060748)","4","H421226","1044212.512","204076.769","408","40.72661591","-73.78366089"
"POINT (-73.78417810387234 40.74820265893049)","4","H423328","1044049.945","211940.725","411","40.74820328","-73.78417969"
"POINT (-73.82936641240818 40.76585103533204)","4","H429907","1031516.6585","218342.97225","407","40.76585007","-73.82936859"
"POINT (-73.72537471878715 40.73378159116304)","4","H417608","1060359.615","206732.31","413","40.73377991","-73.72537231"
"POINT (-74.13922234891228 40.627775557094076)","5","H504443","945604.507","168022.652","501","40.6277771","-74.13922119"
"POINT (-73.83486431641947 40.71938041273296)","4","H427697","1030025.621","201409.356","406","40.71937943","-73.83486176"
"POINT (-73.95287781629399 40.72575396734957)","3","H307266","997311.03","203691.804","301","40.72575378","-73.95288086"
"POINT (-73.92241598435554 40.62193322030968)","3","H324435","1005787.748","165872.961","318","40.62193298","-73.92241669"
"POINT (-73.86490722092208 40.72266804380027)","4","H430357","1021695.88625","202592.86825","406","40.72266769","-73.86490631"
"POINT (-73.84308135540911 40.73112227254562)","4","H430119","1027740.1965","205683.085","406","40.73112106","-73.84307861"
"POINT (-73.91439210299343 40.74598921762328)","4","H437272","1007971.05","211072.221","402","40.74599075","-73.91439056"
"POINT (-73.92743682697268 40.612370196280146)","3","H327956","1004396.821","162387.707","318","40.61236954","-73.92743683"
"POINT (-73.97959078692821 40.62610485996317)","3","H314169","989915.356","167383.922","312","40.62610626","-73.97959137"
"POINT (-73.87154232532662 40.66176413196797)","3","H329590","1019889.266","180401.04","305","40.66176224","-73.87154388"
"POINT (-73.80104011972867 40.69454851231214)","4","H408216","1039422.224","192381.857","412","40.69454956","-73.80104065"
"POINT (-73.91745337395122 40.77848364092761)","4","H438100","1007111.648","222910.188","401","40.77848434","-73.91744995"
"POINT (-73.94621082733525 40.65807478818723)","3","H315555","999174.08475","179035.35925","309","40.65807343","-73.94621277"
"POINT (-73.83620371466958 40.83718736325902)","2","H213072","1029574.083","244329.638","210","40.83718872","-73.83620453"
"POINT (-73.75991277231613 40.715714568919104)","4","H400565","1050805.81","200121.838","412","40.7157135","-73.75991058"
"POINT (-73.85718293603834 40.668602778425615)","3","H331231","1023869.066","182898.717","305","40.66860199","-73.85718536"
"POINT (-74.14109613537575 40.609264801808905)","5","H506465","945073.517","161279.538","501","40.60926437","-74.14109802"
"POINT (-73.98811497814472 40.62536492538402)","3","H309615","987549.178","167113.908","312","40.62536621","-73.9881134"
"POINT (-73.88946442858987 40.6637911528157)","3","H329716","1014916.033","181132.757","305","40.66379166","-73.88946533"
"POINT (-73.93563675803084 40.686277010480794)","3","H316364","1002100.365","189312.208","303","40.68627548","-73.93563843"
"POINT (-73.94552636420728 40.71436616381467)","3","H307604","999351.239","199544.06","301","40.71436691","-73.94552612"
"POINT (-73.848301319767 40.81588169823812)","2","H212251","1026240.0","236561.189","209","40.81587982","-73.84830475"
"POINT (-73.99908189773501 40.6869467992736)","3","H301115","984504.622","189549.675","306","40.68694687","-73.99908447"
"POINT (-73.96961936179663 40.60455871714019)","3","H318888","992686.028","159534.901","315","40.60455704","-73.96961975"
"POINT (-73.89793545058329 40.74446935066205)","4","H435426","1012531.659","210523.37","402","40.74446869","-73.89793396"
"POINT (-74.11658626162793 40.639060511004004)","5","H507685","951893.325","172124.88575","501","40.63906097","-74.11658478"
"POINT (-73.85324252649046 40.84130223044615)","2","H210840","1024856.765","245820.478","209","40.84130096","-73.85324097"
"POINT (-73.98209876562815 40.67779899774704)","3","H305118","989215.322","186217.37225","306","40.67779922","-73.98210144"
"POINT (-73.91315591885213 40.698379753810116)","3","H317595","1008330.78","193726.972","304","40.69837952","-73.9131546"
"POINT (-73.99814966871811 40.67977980666579)","3","H301364","984763.217","186938.536","306","40.67977905","-73.99814606"
"POINT (-73.88805263196191 40.84001295164611)","2","H207636","1015225.659","245336.523","206","40.8400116","-73.88805389"
"POINT (-73.9382469334366 40.70062685676328)","3","H311891","1001372.779","194539.757","304","40.70062637","-73.93824768"
"POINT (-73.7654682310317 40.667790590797935)","4","H406729","1049312.504","182657.61575","412","40.66778946","-73.76546478"
"POINT (-73.94546094423366 40.74765458929764)","4","H440267","999364.4845","211670.4295","402","40.74765015","-73.94544983"
"POINT (-73.951011942397 40.74511656166941)","4","H440151","997824.256","210746.489","402","40.74511719","-73.95101166"
"POINT (-73.89701919252676 40.82182591785738)","2","H206341","1012752.417","238707.278","202","40.82182693","-73.89701843"
"POINT (-73.90056601080948 40.69351465840219)","4","H433765","1011823.815","191958.187","405","40.69351578","-73.9005661"
"POINT (-74.09736466028804 40.61102901762622)","5","H513344","957216.623","161905.76","501","40.61103058","-74.09736633"
"POINT (-73.92632496459427 40.841934979606556)","2","H200920","1004635.1795","246025.56925","204","40.84193498","-73.92632496"
"POINT (-74.0844890811963 40.59459526164068)","5","H515098","960785.762","155914.812","502","40.59459686","-74.08448792"
"POINT (-74.14129544081658 40.61642489902879)","5","H507040","945022.386","163888.234","501","40.61642456","-74.14129639"
"POINT (-73.91355759600046 40.67103116895776)","3","H321916","1008229.2325","183762.983","316","40.67103195","-73.91355896"
"POINT (-73.99707411512779 40.631694358192696)","3","H309443","985062.123","169419.679","312","40.63169479","-73.99707031"
"POINT (-73.92163065589153 40.62344398392016)","3","H324337","1006005.267","166423.566","318","40.6234436","-73.92163086"
"POINT (-73.99141212674067 40.62364096074451)","3","H308584","986633.98","166485.715","312","40.62364197","-73.9914093"
"POINT (-73.87427492527355 40.87667637502744)","2","H204731","1019018.754","258699.579","207","40.87667465","-73.87427521"
"POINT (-73.8973878158655 40.67583490417374)","3","H327062","1012712.698","185517.96","305","40.67583466","-73.89738464"
"POINT (-73.84682146009426 40.892265837208086)","2","H208849","1026600.958","264391.52525","212","40.89226532","-73.84682465"
"POINT (-73.7684964755568 40.66811166757204)","4","H406725","1048472.118","182772.358","412","40.66810989","-73.76849365"
"POINT (-74.00472549409177 40.64692739762556)","3","H304401","982938.668","174969.51","307","40.64692688","-74.0047226"
"POINT (-73.92584811041186 40.70561228561599)","3","H317499","1004809.164","196358.764","304","40.70561218","-73.92584991"
"POINT (-73.72787658328109 40.70160797722567)","4","H402483","1059702.665","195008.371","413","40.70160675","-73.72787476"
"POINT (-73.87022117701909 40.842322984013144)","2","H210042","1020158.344","246184.961","211","40.8423233","-73.870224"
"POINT (-73.9018513342578 40.670945615593155)","3","H326406","1011476.598","183735.235","305","40.67094421","-73.90184784"
"POINT (-74.11845222210034 40.62538877532816)","5","H507435","951368.722","167144.605","501","40.6253891","-74.11845398"
"POINT (-73.84625775780073 40.77557448165205)","4","H431563","1026831.429","221876.879","407","40.77557373","-73.84626007"
"POINT (-73.7973638896553 40.79401994028043)","4","H428834","1040357.8185","228624.7175","407","40.79402161","-73.79736328"
"POINT (-74.08006707267909 40.62630265083955)","5","H513513","962024.397","167465.48","501","40.62630081","-74.0800705"
"POINT (-73.892839660468 40.68236517929292)","3","H326845","1013971.36","187898.636","305","40.68236542","-73.89283752"
"POINT (-73.86075448693767 40.57410753202879)","4","H418578","1022933.004","148470.048","414","40.57410812","-73.86075592"
"POINT (-73.88496909252572 40.75550231609715)","4","H435037","1016119.302","214547.4835","403","40.75550079","-73.88497162"
"POINT (-73.70132219902986 40.73961712222358)","4","H417212","1067018.25325","208880.179","413","40.73961639","-73.70132446"
"POINT (-73.90630976686181 40.738627207487376)","4","H437727","1010213.4485","208392.3","402","40.73862839","-73.90631104"
"POINT (-73.8152946176463 40.702553160691224)","4","H408165","1035463.262","195289.525","412","40.7025528","-73.81529236"
"POINT (-73.87110146118525 40.8399735540436)","2","H210121","1019916.039","245328.617","211","40.83997345","-73.87110138"
"POINT (-74.15994646274059 40.53260176275755)","5","H508478","939788.578","133358.343","503","40.5326004","-74.15995026"
"POINT (-73.73055862035719 40.713604659644886)","4","H401463","1058945.565","199376.804","413","40.71360397","-73.7305603"
"POINT (-73.93238624108673 40.63266057235591)","3","H325079","1003016.934","169778.926","318","40.63265991","-73.93238831"
"POINT (-73.92631876121322 40.66562406175576)","3","H321219","1004690.927","181789.786","308","40.66562271","-73.92631531"
"POINT (-73.94518787097212 40.7166512715096)","3","H307613","999444.5555","200376.65275","301","40.71665192","-73.94519043"
"POINT (-74.16405763903064 40.530564213857154)","5","H507989","938644.377","132618.131","503","40.53056335","-74.16405487"
"POINT (-73.90692064579449 40.65508101845368)","3","H325992","1010076.505","177953.785","316","40.6550827","-73.90692139"
